fecha_inicio,medidor,demanda_uni
2021-01-10,M974HA,0.214
2021-01-11,M974HA,0.699
2021-01-12,M974HA,0.827
2022-01-01,M974HA,0
2022-01-02,M974HA,0
2022-01-03,M974HA,0
2022-01-04,M974HA,0
2022-01-05,M974HA,0
2022-01-06,M974HA,0
2022-01-07,M974HA,0
2022-01-08,M974HA,0
2019-01-12,N082BJ,0.388
2020-01-01,N082BJ,0.448
2020-01-02,N082BJ,1.767
2020-01-03,N082BJ,1.708
2020-01-04,N082BJ,3.939
2020-01-05,N082BJ,4.613
2020-01-06,N082BJ,3.02
2020-01-07,N082BJ,3.188
2020-01-08,N082BJ,3.473
2020-01-09,N082BJ,2.653
2020-01-10,N082BJ,2.588
2020-01-11,N082BJ,0.868
2020-01-12,N082BJ,0.657
2021-01-01,N082BJ,1.416
2021-01-02,N082BJ,2.515
2021-01-03,N082BJ,1.4
2021-01-04,N082BJ,2.611
2021-01-05,N082BJ,2.639
2021-01-06,N082BJ,2.836
2021-01-07,N082BJ,2.435
2021-01-08,N082BJ,2.87
2021-01-09,N082BJ,2.744
2021-01-10,N082BJ,2.119
2021-01-11,N082BJ,2.038
2021-01-12,N082BJ,2.296
2022-01-01,N082BJ,2.193
2022-01-02,N082BJ,2.18
2022-01-03,N082BJ,2.027
2022-01-04,N082BJ,2.107
2022-01-05,N082BJ,2.671
2022-01-06,N082BJ,2.509
2022-01-07,N082BJ,2.743
2022-01-08,N082BJ,2.482
2022-01-07,N473RB,0.042
2022-01-08,N473RB,0.043
2022-02-06,N473RB,1.117
25/05/2022,N473RB,0
2020-01-01,R162EL,2.333
2020-01-02,R162EL,2.171
2020-01-03,R162EL,2.21
2020-01-04,R162EL,2.431
2020-01-05,R162EL,2.225
2020-01-06,R162EL,2.287
2020-01-07,R162EL,2.276
2020-01-08,R162EL,2.553
2020-01-09,R162EL,3.086
2020-01-10,R162EL,2.969
2020-01-11,R162EL,2.365
2020-01-12,R162EL,2.415
2021-01-01,R162EL,1.757
2021-01-02,R162EL,1.623
2021-01-03,R162EL,1.161
2021-01-04,R162EL,1.481
2021-01-05,R162EL,1.644
2021-01-06,R162EL,2.677
2021-01-07,R162EL,2.782
2021-01-08,R162EL,1.59
2021-01-09,R162EL,1.922
2021-01-10,R162EL,1.778
2021-01-11,R162EL,1.825
2021-01-12,R162EL,2.007
2022-01-01,R162EL,1.796
2022-01-02,R162EL,2.048
2022-01-03,R162EL,1.751
2022-01-04,R162EL,1.538
2022-01-05,R162EL,1.751
2022-01-06,R162EL,2.182
2022-01-07,R162EL,2.896
2022-01-08,R162EL,2.012
2019-01-12,W300HM,1.152
2020-01-01,W300HM,1.065
2020-01-02,W300HM,1.616
2020-01-03,W300HM,2.173
2020-01-04,W300HM,2.211
2020-01-05,W300HM,2.748
2020-01-06,W300HM,2.3
2020-01-07,W300HM,2.682
2020-01-08,W300HM,2.619
2020-01-09,W300HM,2.49
2020-01-10,W300HM,2.105
2020-01-11,W300HM,1.338
2020-01-12,W300HM,1.245
2021-01-01,W300HM,1.98
2021-01-02,W300HM,2.083
2021-01-03,W300HM,1.896
2021-01-04,W300HM,2.356
2021-01-05,W300HM,2.516
2021-01-06,W300HM,2.408
2021-01-07,W300HM,2.381
2021-01-08,W300HM,2.233
2021-01-09,W300HM,1.941
2021-01-10,W300HM,2.047
2021-01-11,W300HM,1.461
2021-01-12,W300HM,1.681
2022-01-01,W300HM,2.339
2022-01-02,W300HM,2.694
2022-01-03,W300HM,1.641
2022-01-04,W300HM,2.418
2022-01-05,W300HM,3.573
2022-01-06,W300HM,3.164
2022-01-07,W300HM,3.184
2022-01-08,W300HM,3.298
2020-01-09,X750VT,2.842
2020-01-10,X750VT,1.702
2020-01-11,X750VT,1.542
2020-01-12,X750VT,1.792
2021-01-01,X750VT,1.62
2021-01-02,X750VT,1.877
2021-01-03,X750VT,1.572
2021-01-04,X750VT,1.569
2021-01-05,X750VT,1.746
2021-01-06,X750VT,2.656
2021-01-07,X750VT,2.61
2021-01-08,X750VT,2.471
2021-01-09,X750VT,1.86
2021-01-10,X750VT,1.612
2021-01-11,X750VT,0.912
2021-01-12,X750VT,1.426
2022-01-01,X750VT,1.784
2022-01-02,X750VT,1.426
2022-01-03,X750VT,1.295
2022-01-04,X750VT,1.954
2022-01-05,X750VT,2.954
2022-01-06,X750VT,1.984
2022-01-07,X750VT,2.734
2022-01-08,X750VT,1.936
25/08/2020,X750VT,1.806
